2024/09/14_15:31:13,1.073054095,1.273197475e-313,0
2024/09/14_15:31:13,1.068477975,1.273197475e-313,0
2024/09/14_15:31:13,1.057953574,1.273197475e-313,0
2024/09/14_15:31:13,1.041437566,1.273197475e-313,0
2024/09/14_15:31:13,1.019014058,1.273197475e-313,0
2024/09/14_15:31:13,0.9911221315,1.273197475e-313,0
2024/09/14_15:31:13,0.9582049225,1.273197475e-313,0
2024/09/14_15:31:13,0.9207064869,1.273197475e-313,0
2024/09/14_15:31:13,0.8790718,1.273197475e-313,0
2024/09/14_15:31:13,0.8337467562,1.273197475e-313,0
2024/09/14_15:31:13,0.7851781697,1.273197475e-313,0
2024/09/14_15:31:13,0.7338128926,1.273197475e-313,0
2024/09/14_15:31:13,0.6800950747,1.273197475e-313,0
2024/09/14_15:31:13,0.6244688549,1.273197475e-313,0
2024/09/14_15:31:13,0.5673792914,1.273197475e-313,0
2024/09/14_15:31:13,0.5092723622,1.273197475e-313,0
2024/09/14_15:31:13,0.4505949643,1.273197475e-313,0
2024/09/14_15:31:13,0.3917949145,1.273197475e-313,0
2024/09/14_15:31:13,0.3333209488,1.273197475e-313,0
2024/09/14_15:31:13,0.2756227226,1.273197475e-313,0
2024/09/14_15:31:13,0.2191508109,1.273197475e-313,0
2024/09/14_15:31:13,0.1643395744,1.273197475e-313,0
2024/09/14_15:31:13,0.1115200516,1.273197475e-313,0
2024/09/14_15:31:13,0.06079763109,1.273197475e-313,0
2024/09/14_15:31:13,0.01220888144,1.273197475e-313,0
2024/09/14_15:31:13,-0.03422289958,1.273197475e-313,0
2024/09/14_15:31:13,-0.07848992782,1.273197475e-313,0
2024/09/14_15:31:13,-0.1205999327,1.273197475e-313,0
2024/09/14_15:31:13,-0.1605761572,1.273197475e-313,0
2024/09/14_15:31:13,-0.1984573579,1.273197475e-313,0
2024/09/14_15:31:13,-0.234297805,1.273197475e-313,0
2024/09/14_15:31:13,-0.2681150095,1.273197475e-313,0
2024/09/14_15:31:13,-0.2997152384,1.273197475e-313,0
2024/09/14_15:31:13,-0.3288587989,1.273197475e-313,0
2024/09/14_15:31:13,-0.3553215106,1.273197475e-313,0
2024/09/14_15:31:13,-0.378894707,1.273197475e-313,0
2024/09/14_15:31:13,-0.3993852348,1.273197475e-313,0
2024/09/14_15:31:13,-0.4166154544,1.273197475e-313,0
2024/09/14_15:31:13,-0.4304232399,1.273197475e-313,0
2024/09/14_15:31:13,-0.4406619789,1.273197475e-313,0
2024/09/14_15:31:13,-0.4472005726,1.273197475e-313,0
2024/09/14_15:31:13,-0.4499759665,1.273197475e-313,0
2024/09/14_15:31:13,-0.449174752,1.273197475e-313,0
2024/09/14_15:31:13,-0.4450642393,1.273197475e-313,0
2024/09/14_15:31:13,-0.4379272552,1.273197475e-313,0
2024/09/14_15:31:13,-0.4280621398,1.273197475e-313,0
2024/09/14_15:31:13,-0.4157827468,1.273197475e-313,0
2024/09/14_15:31:13,-0.4014184437,1.273197475e-313,0
2024/09/14_15:31:13,-0.3853141115,1.273197475e-313,0
2024/09/14_15:31:13,-0.3677760295,1.273197475e-313,0
2024/09/14_15:31:13,-0.3490329321,1.273197475e-313,0
2024/09/14_15:31:13,-0.3293748876,1.273197475e-313,0
2024/09/14_15:31:13,-0.3092002909,1.273197475e-313,0
2024/09/14_15:31:13,-0.2889321261,1.273197475e-313,0
2024/09/14_15:31:13,-0.2689846757,1.273197475e-313,0
2024/09/14_15:31:13,-0.2497635185,1.273197475e-313,0
2024/09/14_15:31:13,-0.231665529,1.273197475e-313,0
2024/09/14_15:31:13,-0.2150788779,1.273197475e-313,0
2024/09/14_15:31:13,-0.2003830314,1.273197475e-313,0
2024/09/14_15:31:13,-0.187948752,1.273197475e-313,0
2024/09/14_15:31:13,-0.1781380981,1.273197475e-313,0
2024/09/14_15:31:13,-0.1711932607,1.273197475e-313,0
2024/09/14_15:31:13,-0.1668246492,1.273197475e-313,0
2024/09/14_15:31:13,-0.1645802538,1.273197475e-313,0
2024/09/14_15:31:13,-0.16399934,1.273197475e-313,0
2024/09/14_15:31:13,-0.1646124693,1.273197475e-313,0
2024/09/14_15:31:13,-0.1659414988,1.273197475e-313,0
2024/09/14_15:31:13,-0.167499582,1.273197475e-313,0
2024/09/14_15:31:13,-0.1687911679,1.273197475e-313,0
2024/09/14_15:31:13,-0.1693120019,1.273197475e-313,0
2024/09/14_15:31:13,-0.1685491249,1.273197475e-313,0
2024/09/14_15:31:13,-0.1661012022,1.273197475e-313,0
2024/09/14_15:31:13,-0.1621400036,1.273197475e-313,0
2024/09/14_15:31:13,-0.1570042052,1.273197475e-313,0
2024/09/14_15:31:13,-0.1510238159,1.273197475e-313,0
2024/09/14_15:31:13,-0.1445201406,1.273197475e-313,0
2024/09/14_15:31:13,-0.1378057801,1.273197475e-313,0
2024/09/14_15:31:13,-0.1311846309,1.273197475e-313,0
2024/09/14_15:31:13,-0.1249518858,1.273197475e-313,0
2024/09/14_15:31:13,-0.1194043807,1.273197475e-313,0
2024/09/14_15:31:13,-0.1149615033,1.273197475e-313,0
2024/09/14_15:31:13,-0.111936347,1.273197475e-313,0
2024/09/14_15:31:13,-0.1102450793,1.273197475e-313,0
2024/09/14_15:31:13,-0.1096892579,1.273197475e-313,0
2024/09/14_15:31:13,-0.1100710464,1.273197475e-313,0
2024/09/14_15:31:13,-0.1111932498,1.273197475e-313,0
2024/09/14_15:31:13,-0.1128593148,1.273197475e-313,0
2024/09/14_15:31:13,-0.1148733291,1.273197475e-313,0
2024/09/14_15:31:13,-0.117040022,1.273197475e-313,0
2024/09/14_15:31:13,-0.1191647641,1.273197475e-313,0
2024/09/14_15:31:13,-0.1210535674,1.273197475e-313,0
2024/09/14_15:31:13,-0.1225389039,1.273197475e-313,0
